NDC/SKU,Manufacturer,Name,Lot number,Quantity ordered,Quantity in stock,Cost,Price,Expiration date,Generic for,Created on
"55972607","Rolyan","R-Soft Thumb Splint SM RT","366690-20190405","2","2","0","0","12/2999","","09/20/2023 3:21 PM"
"73025","Germaine Laboratories, Inc","Rapid Strep Test","40814","25","25","1.334","1.467","09/2025","","06/18/2024 11:42 AM"
"00006-4093-02","Merck Sharp & Dohme LLC","RECOMBIVAX HB 5ug/.5mL","X021477","10","5","0","0","05/2026","","01/16/2024 9:53 AM"
"13740400","DeRoyal","Rib Belt, 6in, Universal/Female","46585892","1","1","0","0","01/2999","","08/16/2023 10:02 AM"
"13740400","DeRoyal","Rib Belt, 6in, Universal/Female","33177822","1","1","0","0","01/2999","","08/16/2023 10:02 AM"
"13740400","DeRoyal","Rib Belt, 6in, Universal/Female","38108535","1","1","0","0","01/2999","","08/16/2023 10:03 AM"
"13740400","DeRoyal","Rib Belt, 6in, Universal/Female","35822469","2","2","0","0","01/2999","","08/16/2023 10:04 AM"
"13740300","DeRoyal","Rib Belt, 6in, Universal/Male","39736138","4","4","0","0","01/2999","","08/16/2023 10:05 AM"
"13740300","DeRoyal","Rib Belt, 6in, Universal/Male","36966384","1","1","0","0","01/2999","","08/16/2023 10:05 AM"
"13740300","DeRoyal","Rib Belt, 6in, Universal/Male","39028633","2","2","0","0","01/2999","","08/16/2023 10:06 AM"
"27241-0002-06","Ajanta Pharma USA Inc.","RISPERIDONE 0.25mg/1","DJO5262","240","60","0.019","0.021","04/2026","","07/06/2023 11:21 AM"
"27241-0002-06","Ajanta Pharma USA Inc.","RISPERIDONE 0.25mg/1","PA13533","60","60","0.019","0.021","08/2027","","07/11/2024 2:26 PM"
"27241-0001-06","Ajanta Pharma USA Inc.","RISPERIDONE 1mg/1","DJ18883","360","209","0.029","0.032","09/2027","","08/28/2024 11:05 AM"
"59746-0020-22","Jubilant Cadista Pharmaceuticals Inc.","RISPERIDONE 1mg/1","RI222008A","84","56","0.789","0.868","08/2025","Risperidone ODT","03/08/2023 11:07 AM"
"67877-0261-18","Ascend Laboratories, LLC","RIZATRIPTAN BENZOATE 5mg/1","22142067","6","3","1.643","1.807","04/2025","dispensed per sheet (6 tablets/sheet) ","02/13/2024 11:07 AM"
"081544410","Rolyan","Rolyanfit Mesh Back Support","0000","1","1","0","0","12/2999","","09/20/2023 3:13 PM"
"67877-0440-90","Ascend Laboratories, LLC","ROSUVASTATIN CALCIUM 10mg/1","23142483","540","540","0.071","0.078","05/2026","","08/19/2024 10:36 AM"
"67877-0441-90","Ascend Laboratories, LLC","ROSUVASTATIN CALCIUM 20mg/1","23141555","270","270","0.06","0.066","04/2026","","07/11/2024 2:25 PM"
"65862-0296-90","Aurobindo Pharma Limited","ROSUVASTATIN CALCIUM 40mg/1","AAL4023070B","180","90","0.09","0.099","08/2025","","03/15/2024 10:24 AM"
"65862-0296-90","Aurobindo Pharma Limited","ROSUVASTATIN CALCIUM 40mg/1","AALD23079A","450","450","0.09","0.099","09/2025","","04/15/2024 11:59 AM"
"67877-0439-90","Ascend Laboratories, LLC","ROSUVASTATIN CALCIUM 5mg/1","23141392","270","90","0.033","0.036","04/2026","","04/01/2024 10:49 AM"
"67877-0439-90","Ascend Laboratories, LLC","ROSUVASTATIN CALCIUM 5mg/1","23144361","360","360","0.026","0.029","11/2026","","07/18/2024 11:07 AM"
"58160-0740-21","GlaxoSmithKline Biologicals SA","Rotarix 1000[CCID_50]/mL - 10 APPLICATOR in 1 CARTON (58160-740-21) / 1.5 mL in 1 APPLICATOR (58160-740-02) ","5F7L2","10","8","0","0","05/2026","2-dose rotavirus series (for ages 6 wk-24 wk)","07/25/2024 10:41 AM"
"00006-4047-41","Merck Sharp & Dohme LLC","RotaTeq 2200000[iU]/2mL; 2800000[iU]/2mL; 2200000[iU]/2mL; 2000000[iU]/2mL; 2300000[iU]/2mL - 10 POUCH in 1 CARTON (0006-4047-41) / 1 TUBE in 1 POUCH (0006-4047-02) / 2 mL in 1 TUBE (0006-4047-01) ","1979985","10","1","0","0","11/2024","","12/12/2023 10:24 AM"
"65862-0013-01","Aurobindo Pharma Limited","SERTRALINE HYDROCHLORIDE 100mg/1","SM1023209A","100","100","0.081","0.089","10/2026","","08/19/2024 9:49 AM"
"65862-0011-01","Aurobindo Pharma Limited","SERTRALINE HYDROCHLORIDE 25mg/1","SM2523007B","600","230","0.053","0.058","03/2026","","03/15/2024 10:25 AM"
"65862-0011-01","Aurobindo Pharma Limited","SERTRALINE HYDROCHLORIDE 25mg/1","SM2522012A","400","300","0.039","0.043","11/2025","","07/18/2024 10:54 AM"
"68180-0353-09","Lupin Pharmaceuticals, Inc.","SERTRALINE HYDROCHLORIDE 100mg/1","QA00122","270","180","0.081","0.089","12/2026","","07/01/2024 10:51 AM"
"68180-0352-09","Lupin Pharmaceuticals, Inc.","SERTRALINE HYDROCHLORIDE 50mg/1","Q301051","720","665","0.082","0.09","04/2026","","08/02/2024 12:06 PM"
"68180-0352-09","Lupin Pharmaceuticals, Inc.","SERTRALINE HYDROCHLORIDE 50mg/1","Q300284","10","10","0.082","0.09","01/2026","","08/05/2024 9:42 AM"
"9001-04","DeRoyal","Shoulder Immobilizer with Cloth Swathe, Large","34757626","1","1","0","0","01/2999","","08/16/2023 10:55 AM"
"9001-04","DeRoyal","Shoulder Immobilizer with Cloth Swathe, Large","50176426","1","1","0","0","01/2999","","08/16/2023 10:56 AM"
"9001-04","DeRoyal","Shoulder Immobilizer with Cloth Swathe, Large","45224104","1","1","0","0","01/2999","","08/16/2023 10:57 AM"
"9001-04","DeRoyal","Shoulder Immobilizer with Cloth Swathe, Large","44923595","1","1","0","0","12/2999","","09/20/2023 3:16 PM"
"9001-03","DeRoyal","Shoulder Immobilizer with Cloth Swathe, Medium","44342045","1","1","0","0","01/2999","","08/16/2023 10:58 AM"
"9001-03","DeRoyal","Shoulder Immobilizer with Cloth Swathe, Medium","47662175","1","1","0","0","01/2999","","08/16/2023 10:58 AM"
"9001-03","DeRoyal","Shoulder Immobilizer with Cloth Swathe, Medium","45506291","1","1","0","0","01/2999","","08/16/2023 10:59 AM"
"9001-03","DeRoyal","Shoulder Immobilizer with Cloth Swathe, Medium","48246077","1","1","0","0","12/2999","","09/20/2023 3:15 PM"
"9001-03","DeRoyal","Shoulder Immobilizer with Cloth Swathe, Medium","51364226","2","2","0","0","12/2999","","09/20/2023 3:16 PM"
"9001-02","DeRoyal","Shoulder Immobilizer with Cloth Swathe, Small","43125217","1","1","0","0","01/2999","","08/16/2023 11:00 AM"
"9001-02","DeRoyal","Shoulder Immobilizer with Cloth Swathe, Small","44082685","1","1","0","0","01/2999","","08/16/2023 11:01 AM"
"9001-02","DeRoyal","Shoulder Immobilizer with Cloth Swathe, Small","49262132","1","1","0","0","12/2999","","09/20/2023 3:15 PM"
"13668-0185-90","Torrent Pharmaceuticals Limited","SILDENAFIL CITRATE 20mg/1","BIA7K001","360","330","0.072","0.079","03/2025","","09/12/2023 2:01 PM"
"60219-1753-03","Amneal Pharmaceuticals NY LLC","SILDENAFIL CITRATE 100mg/1","AR231936","180","45","0.244","0.268","09/2026","","05/06/2024 10:57 AM"
"31722-0710-30","Camber Pharmaceuticals, Inc.","SILDENAFIL CITRATE 50mg/1","E231972","150","10","0.176","0.194","04/2025","","03/11/2024 10:49 AM"
"31722-0710-01","Camber Pharmaceuticals, Inc.","SILDENAFIL CITRATE 50mg/1","E231625","300","50","0.173","0.19","03/2025","","03/21/2024 4:51 PM"
"31722-0710-30","Camber Pharmaceuticals, Inc.","SILDENAFIL CITRATE 50mg/1","E232159","90","40","0.176","0.194","05/2025","","03/21/2024 4:51 PM"
"31722-0710-30","Camber Pharmaceuticals, Inc.","SILDENAFIL CITRATE 50mg/1","E232159","240","240","0.176","0.194","05/2025","","04/10/2024 10:16 AM"
"68180-0479-02","Lupin Pharmaceuticals, Inc.","SIMVASTATIN 20mg/1","G208578","180","180","0.079","0.087","11/2025","","08/21/2023 11:20 AM"
"68180-0464-09","Lupin Pharmaceuticals, Inc.","SIMVASTATIN 40mg/1","G322858","270","90","0.103","0.113","04/2026","","08/21/2023 11:21 AM"
"68180-0464-09","Lupin Pharmaceuticals, Inc.","SIMVASTATIN 40mg/1","G324740","360","360","0.103","0.113","06/2026","","12/13/2023 10:23 AM"
"000022","Aircast","Small Aircast Boot","0000","1","1","0","0","01/2099","","01/29/2024 10:26 AM"
"000020","Rebound","Small Rebound Air Walker","0000","1","1","0","0","01/2099","","01/29/2024 10:24 AM"
"50228-0428-90","ScieGen Pharmaceuticals, Inc.","SOLIFENACIN SUCCINATE 10mg/1","H428021","270","180","0.116","0.128","12/2026","","03/27/2024 10:26 AM"
"50228-0428-90","ScieGen Pharmaceuticals, Inc.","SOLIFENACIN SUCCINATE 10mg/1","J428002","180","180","0.116","0.128","01/2027","","06/27/2024 5:02 PM"
"68382-0662-01","Zydus Pharmaceuticals (USA) Inc.","SPIRONOLACTONE 100mg/1","Z303667","200","100","0.254","0.279","06/2025","","09/21/2023 10:11 AM"
"68382-0662-01","Zydus Pharmaceuticals (USA) Inc.","SPIRONOLACTONE 100mg/1","Z305164","300","300","0.196","0.216","09/2025","","02/22/2024 10:18 AM"
"69584-0853-10","Oxford Pharmaceuticals, LLC","SPIRONOLACTONE 50mg/1","b24008a","200","170","0.105","0.116","02/2026","","04/01/2024 11:01 AM"
"APXCRX","McKesson","Splitter, Pill Dbl Bevel S/S Blade","769405","5","3","4.924","5.416","01/2030","","05/23/2023 11:35 AM"
"00555-9016-58","Teva Pharmaceuticals USA, Inc.","Sprintec (Norgestimate and Ethinyl Estradiol) ","1000054767","6","2","2.338","2.572","04/2025","","04/10/2024 10:10 AM"
"LB900T","Cardinal Health","Standard leg bag 900 mL for urinary catheter ","20230920","3","2","6.15","6.765","08/2028","","06/10/2024 11:38 AM"
"LB600R","Cardinal Health","Standard leg bag for urinary catheter 600 mL","20201010","4","4","3.75","4.125","09/2025","","06/10/2024 11:34 AM"
"65862-0420-01","Aurobindo Pharma Limited","SULFAMETHOXAZOLE; TRIMETHOPRIM 800mg/1; 160mg/1","SP1D22076B","200","8","0.049","0.054","06/2027","Bactrim DS","04/24/2023 10:25 AM"
"65862-0420-01","Aurobindo Pharma Limited","SULFAMETHOXAZOLE; TRIMETHOPRIM 800mg/1; 160mg/1","STSD23138A","100","100","0.049","0.054","08/2028","","03/13/2024 10:28 AM"
"55111-0293-98","Dr. Reddy's Laboratories Limited","SUMATRIPTAN SUCCINATE 100mg/1","C2210452","12","4","3.503","3.853","08/2025","","06/19/2023 10:38 AM"
"55111-0292-98","Dr. Reddy's Laboratories Limited","SUMATRIPTAN SUCCINATE 50mg/1","C2307038","9","8","3.36","3.696","04/2026","","07/10/2024 3:58 PM"
"65862-0146-36","Aurobindo Pharma Limited","SUMATRIPTAN SUCCINATE 25mg/1","SQA23025A","5","5","1.65","1.815","10/2027","9 per sheet","08/28/2024 10:49 AM"
"21922-0011-09","Encube Ethicals Private Limited","TACROLIMUS 1mg/g - 1 TUBE in 1 CARTON (21922-011-09) / 100 g in 1 TUBE","3LX11","2","2","66.62","73.282","11/2025","","07/25/2024 2:14 PM"
"27241-0113-03","Ajanta Pharma USA Inc.","TADALAFIL 10mg/1","DJ11233","120","30","0.64","0.704","06/2027","","01/04/2024 10:48 AM"
"29300-0288-13","Unichem Pharmaceuticals (USA), Inc.","TADALAFIL 10mg/1","GTAH23007","90","90","0.16","0.176","07/2025","","08/23/2024 10:53 AM"
"27241-0114-03","Ajanta Pharma USA Inc.","TADALAFIL 20mg/1","PA08383","90","90","0.479","0.527","04/2027","","02/26/2024 11:47 AM"
"00093-3017-65","Teva Pharmaceuticals USA, Inc.","TADALAFIL 5mg/1","100043415","180","120","0.395","0.435","01/2025","","10/23/2023 10:06 AM"
"68382-0132-01","Zydus Pharmaceuticals USA Inc.","TAMSULOSIN HYDROCHLORIDE 0.4mg/1","M314682","200","200","0.073","0.08","11/2025","","06/14/2024 10:31 AM"
"13533-0131-00","TALECRIS BIOTHERAPEUTICS INC","TDVAX 2[Lf]/.5mL; 2[Lf]/.5mL","A147A","10","9","25.507","28.058","03/2025","tetanus and diphtheria","07/01/2024 2:47 PM"
"13533-0131-01","Grifols USA, LLC","TDVAX 2[Lf]/.5mL; 2[Lf]/.5mL - 10 VIAL, SINGLE-DOSE in 1 CARTON (13533-131-01) / .5 mL in 1 VIAL, SINGLE-DOSE (13533-131-00) ","A147A","10","10","25.557","28.113","03/2025","","06/28/2024 9:40 AM"
"51672-2080-02","Taro Pharmaceuticals U.S.A., Inc.","TERBINAFINE HYDROCHLORIDE 1g/100g - 1 TUBE in 1 CARTON (51672-2080-2) / 30 g in 1 TUBE","ADO2566","4","3","7.223","7.945","02/2025","","10/25/2023 11:22 AM"
"69452-0351-13","Bionpharma Inc.","TERBINAFINE HYDROCHLORIDE 250mg/1","700V012D","150","150","0.131","0.144","05/2027","","08/28/2024 10:27 AM"
"65862-0079-30","Aurobindo Pharma Limited","TERBINAFINE HYDROCHLORIDE 250mg/1","TEA24010A","150","36","0.112","0.123","02/2027","","05/28/2024 11:37 AM"
"2222","Theraband","Theraband Band Set of 3","0000","1","1","0","0","01/2999","","08/16/2023 10:14 AM"
"5026-00","DeRoyal","Thumb Splint, Vinyl Adjustable","44012273","5","5","0","0","01/2999","","08/16/2023 11:07 AM"
"5026-00","DeRoyal","Thumb Splint, Vinyl Adjustable","46386375","9","9","0","0","01/2999","","08/16/2023 11:07 AM"
"5026-00","DeRoyal","Thumb Splint, Vinyl Adjustable","43228187","1","1","0","0","12/2999","","09/20/2023 3:18 PM"
"65862-0172-60","Aurobindo Pharma Limited","TOPIRAMATE 50mg/1","AIIB24003A","240","240","0.045","0.05","01/2026","","08/19/2024 10:34 AM"
"50111-0561-01","Teva Pharmaceuticals USA, Inc.","TRAZODONE HYDROCHLORIDE 100mg/1","9385053","200","60","0.045","0.05","04/2025","","10/25/2023 11:28 AM"
"50111-0561-01","Teva Pharmaceuticals USA, Inc.","TRAZODONE HYDROCHLORIDE 100mg/1","4271054","100","100","0.045","0.05","04/2026","","08/28/2024 11:21 AM"
"50111-0450-01","Teva Pharmaceuticals USA, Inc.","TRAZODONE HYDROCHLORIDE 150mg/1","2429113","100","100","0.066","0.073","10/2025","","03/13/2024 10:34 AM"
"50111-0560-01","Teva Pharmaceuticals USA, Inc.","TRAZODONE HYDROCHLORIDE 50mg/1","7175102","200","50","0.021","0.023","10/2024","","02/13/2024 11:12 AM"
"50111-0560-01","Teva Pharmaceuticals USA, Inc.","TRAZODONE HYDROCHLORIDE 50mg/1","3065014","200","100","0.022","0.024","01/2026","","04/24/2024 10:29 AM"
"50111-0560-01","Teva Pharmaceuticals USA, Inc.","TRAZODONE HYDROCHLORIDE 50mg/1","3477024","300","300","0.022","0.024","02/2026","","05/14/2024 10:41 AM"
"70700-0121-85","Xiromed, LLC.","Tri-Estarylla ","LF32466A","12","9","3.73","4.103","09/2025","","07/30/2024 4:43 PM"
"51672-1284-01","Taro Pharmaceuticals U.S.A., Inc.","TRIAMCINOLONE ACETONIDE 1mg/g - 1 TUBE in 1 CARTON (51672-1284-1) / 15 g in 1 TUBE","AD11934","6","5","1.77","1.947","05/2026","","06/24/2024 10:05 AM"
"51672-1282-02","Taro Pharmaceuticals U.S.A., Inc.","TRIAMCINOLONE ACETONIDE 1mg/g - 1 TUBE in 1 CARTON (51672-1282-2) / 30 g in 1 TUBE","AD25604","3","3","4.91","5.401","09/2025","","06/24/2024 10:04 AM"
"00703-0241-01","Teva Parenteral Medicines, Inc.","TRIAMCINOLONE ACETONIDE 40mg/mL","444093","6","6","4.75","5.225","05/2025","","01/31/2024 10:28 AM"
"70069-0121-01","Somerset Therapeutics, LLC","TROPICAMIDE 10mg/mL - 1 BOTTLE in 1 CARTON (70069-121-01) / 15 mL in 1 BOTTLE","A230351","1","1","7.2","7.92","06/2025","","06/18/2024 11:29 AM"
"TRS GRS 9-V","West Hills Allergy Asthma Associates","TRS-GRS 9-V","#9-V","9","5","0","0","04/2025","","04/18/2024 9:58 AM"
"07467617210","Mueller","Tuffner pre-tape quick drying spray","07467617210","3","3","3.333","3.666","07/2026","","07/12/2024 2:09 PM"
"7511","Mabis","Ubag Single Specimen Urine Collectors (Peds)","0D03","6","6","5.488","6.037","04/2025","","07/03/2024 11:01 AM"
"53499-1845-07","Schwabe North America","Umcka Elderberry 4[hp_X]/120mL; 4[hp_X]/120mL; 2[hp_X]/120mL; 6[hp_X]/120mL; 4[hp_X]/120mL; 3[hp_X]/120mL; 1[hp_X]/120mL; 6[hp_X]/120mL; 3[hp_X]/120mL","20179926","5","2","13.84","15.224","12/2025","","04/15/2024 2:47 PM"
"00006-4827-00","Merck Sharp & Dohme LLC","VARIVAX 1350[PFU]/.5mL - 10 VIAL, SINGLE-DOSE in 1 CARTON (0006-4827-00) / .5 mL in 1 VIAL, SINGLE-DOSE (0006-4827-01) ","X010534","10","6","0","0","04/2025","Varicella ","08/10/2023 9:40 AM"
"63361-0243-15","MSP Vaccine Company","VAXELIS 20ug/.5mL; 5ug/.5mL; 3ug/.5mL; 20ug/.5mL; 5[Lf]/.5mL; 15[Lf]/.5mL; 3ug/.5mL; 10ug/.5mL; 29[D'ag'U]/.5mL; 7[D'ag'U]/.5mL; 26[D'ag'U]/.5mL","U7829AA","10","10","0","0","07/2026","DTaP-IPV-Hib-HepB (for ages 6 wks to 4 years)","07/25/2024 10:34 AM"
"64980-0581-09","Rising Pharma Holdings, Inc.","VENLAFAXINE HYDROCHLORIDE 225mg/1","PVX23007","270","180","0.659","0.725","10/2025","Venlafaxine ER","08/06/2024 10:17 AM"
"64980-0578-03","Rising Pharma Holdings, Inc.","VENLAFAXINE HYDROCHLORIDE 37.5mg/1","PVS24001","180","90","0.314","0.345","12/2025","Venlafaxine ER ","08/15/2024 10:21 AM"
"70710-1699-09","Zydus Pharmaceuticals USA Inc.","VENLAFAXINE HYDROCHLORIDE 75mg/1","M402883","1080","1080","0.09","0.099","02/2026","Extended Release","08/02/2024 12:01 PM"
"62332-0011-31","Alembic Pharmaceuticals Inc.","VENLAFAXINE HYDROCHLORIDE 75mg/1","2305011079","400","400","0.056","0.062","06/2026","","06/27/2024 5:01 PM"
"00173-0682-24","GlaxoSmithKline LLC","VENTOLIN HFA (ALBUTEROL SULFATE) 90ug/1 - 1 INHALER in 1 CARTON (0173-0682-24) / 60 AEROSOL, METERED in 1 INHALER","K95L","6","4","23.92","26.312","01/2026","","07/09/2024 2:07 PM"
"00093-1716-01","Teva Pharmaceuticals USA, Inc.","WARFARIN SODIUM 4mg/1","1518083","300","250","0.062","0.068","08/2025","","02/13/2024 11:13 AM"
"00093-1716-01","Teva Pharmaceuticals USA, Inc.","WARFARIN SODIUM 4mg/1","1518083","200","200","0.056","0.062","08/2025","","08/07/2024 11:22 AM"
"00093-1721-01","Teva Pharmaceuticals USA, Inc.","WARFARIN SODIUM 5mg/1","1866093","500","55","0.056","0.062","09/2025","","04/24/2024 10:42 AM"
"00093-1721-01","Teva Pharmaceuticals USA, Inc.","WARFARIN SODIUM 5mg/1","2779123","500","500","0.056","0.062","12/2025","","07/18/2024 11:40 AM"
"WDS-SMT 6-CC","West Hills Allergy Asthma Associates","WDS-SMT #6-CC","#6-CC","8","5","0","0","04/2025","","05/20/2024 2:55 PM"
"1130LMPP","PremierPro","Wrist & Thumb Splint: Left, Medium","51102875","1","1","0","0","12/2999","","09/20/2023 3:27 PM"
"1130LMPP","PremierPro","Wrist & Thumb Splint: Left, Medium","52093085","2","2","0","0","12/2999","","09/20/2023 3:27 PM"
"9101-59","DeRoyal","Wrist and Forearm Splint Padded, Adult, Left","44219709","3","3","0","0","01/2999","","08/16/2023 12:27 PM"
"9101-59","DeRoyal","Wrist and Forearm Splint Padded, Adult, Left","47055121","2","2","0","0","01/2999","","08/16/2023 12:28 PM"
"9101-59","DeRoyal","Wrist and Forearm Splint Padded, Adult, Left","43007211","1","1","0","0","01/2999","","08/16/2023 12:28 PM"
"9101-59","DeRoyal","Wrist and Forearm Splint Padded, Adult, Left","46853893","1","1","0","0","12/2999","","09/20/2023 4:09 PM"
"9101-59","DeRoyal","Wrist and Forearm Splint Padded, Adult, Left","46245089","1","1","0","0","12/2999","","09/20/2023 4:10 PM"
"9101-59","DeRoyal","Wrist and Forearm Splint Padded, Adult, Left","42784202","1","1","0","0","12/2999","","09/20/2023 4:10 PM"
"9101-54","DeRoyal","Wrist and Forearm Splint Padded, Adult, Right","48083693","1","1","0","0","01/2999","","08/16/2023 12:30 PM"
"9101-54","DeRoyal","Wrist and Forearm Splint Padded, Adult, Right","46245071","1","1","0","0","01/2999","","08/16/2023 12:30 PM"
"9101-54","DeRoyal","Wrist and Forearm Splint Padded, Adult, Right","43531979","1","1","0","0","01/2999","","08/16/2023 12:31 PM"
"9101-54","DeRoyal","Wrist and Forearm Splint Padded, Adult, Right","44782198","4","4","0","0","01/2999","","08/16/2023 12:31 PM"
"9101-57","DeRoyal","Wrist and Forearm Splint Padded, Child, Left","40654447","1","1","0","0","01/2999","","08/16/2023 12:36 PM"
"9101-57","DeRoyal","Wrist and Forearm Splint Padded, Child, Left","25485850","1","1","0","0","01/2999","","08/16/2023 12:37 PM"
"9101-57","DeRoyal","Wrist and Forearm Splint Padded, Child, Left","39704347","1","1","0","0","01/2999","","08/16/2023 12:37 PM"
"9101-57","DeRoyal","Wrist and Forearm Splint Padded, Child, Left","39204588","1","1","0","0","01/2999","","08/16/2023 12:37 PM"
"9101-57","DeRoyal","Wrist and Forearm Splint Padded, Child, Left","35446045","1","1","0","0","12/2999","","09/20/2023 3:54 PM"
"9101-52","DeRoyal","Wrist and Forearm Splint Padded, Child, Right","42655751","1","1","0","0","01/2999","","08/16/2023 12:33 PM"
"9101-52","DeRoyal","Wrist and Forearm Splint Padded, Child, Right","28278258","1","1","0","0","01/2999","","08/16/2023 12:34 PM"
"9101-52","DeRoyal","Wrist and Forearm Splint Padded, Child, Right","42733211","1","1","0","0","01/2999","","08/16/2023 12:34 PM"
"9101-52","DeRoyal","Wrist and Forearm Splint Padded, Child, Right","42827129","2","2","0","0","01/2999","","08/16/2023 12:34 PM"
"9101-52","DeRoyal","Wrist and Forearm Splint Padded, Child, Right","42415917","2","2","0","0","01/2999","","08/16/2023 12:35 PM"
"9101-52","DeRoyal","Wrist and Forearm Splint Padded, Child, Right","32271323","1","1","0","0","12/2999","","09/20/2023 3:57 PM"
"9101-58","DeRoyal","Wrist and Forearm Splint Padded, Youth, Left","43045760","1","1","0","0","01/2999","","08/16/2023 12:41 PM"
"9101-58","DeRoyal","Wrist and Forearm Splint Padded, Youth, Left","30475189","1","1","0","0","01/2999","","08/16/2023 12:41 PM"
"9101-58","DeRoyal","Wrist and Forearm Splint Padded, Youth, Left","44032338","2","2","0","0","01/2999","","08/16/2023 12:42 PM"
"9101-58","DeRoyal","Wrist and Forearm Splint Padded, Youth, Left","43727891","1","1","0","0","01/2999","","08/16/2023 12:42 PM"
"9101-58","DeRoyal","Wrist and Forearm Splint Padded, Youth, Left","43499681","1","1","0","0","12/2999","","09/20/2023 3:55 PM"
"9101-58","DeRoyal","Wrist and Forearm Splint Padded, Youth, Left","44153279","1","1","0","0","12/2999","","09/20/2023 3:56 PM"
"9101-53","DeRoyal","Wrist and Forearm Splint Padded, Youth, Right","43531961","1","1","0","0","01/2999","","08/16/2023 12:38 PM"
"9101-53","DeRoyal","Wrist and Forearm Splint Padded, Youth, Right","47096548","1","1","0","0","01/2999","","08/16/2023 12:39 PM"
"9101-53","DeRoyal","Wrist and Forearm Splint Padded, Youth, Right","46218371","1","1","0","0","01/2999","","08/16/2023 12:39 PM"
"9101-53","DeRoyal","Wrist and Forearm Splint Padded, Youth, Right","43647373","1","1","0","0","01/2999","","08/16/2023 12:40 PM"
"9101-53","DeRoyal","Wrist and Forearm Splint Padded, Youth, Right","428227137","1","1","0","0","12/2999","","09/20/2023 3:58 PM"
"1130RMPP","PremierPro","Wrist and Thumb Splint, Right, Medium","49795941","4","4","0","0","01/2999","","08/16/2023 11:19 AM"
"1130RMPP","PremierPro","Wrist and Thumb Splint, Right, Medium","50220853","1","1","0","0","01/2999","","08/16/2023 11:19 AM"
"1130RMPP","PremierPro","Wrist and Thumb Splint, Right, Medium","49865494","3","3","0","0","01/2999","","08/16/2023 11:20 AM"
"1130RMPP","PremierPro","Wrist and Thumb Splint, Right, Medium","52084293","4","4","0","0","12/2999","","09/20/2023 3:47 PM"
"350LL","DeRoyal","Wrist and Thumb Splint, Tritex, Large, Left","43163133","1","1","0","0","01/2999","","08/16/2023 11:27 AM"
"350LL","DeRoyal","Wrist and Thumb Splint, Tritex, Large, Left","45571544","1","1","0","0","01/2999","","08/16/2023 11:28 AM"
"350LL","DeRoyal","Wrist and Thumb Splint, Tritex, Large, Left","47095844","2","2","0","0","01/2999","","08/16/2023 11:28 AM"
"350LL","DeRoyal","Wrist and Thumb Splint, Tritex, Large, Left","48412661","4","4","0","0","12/2999","","09/20/2023 3:31 PM"
"350LL","DeRoyal","Wrist and Thumb Splint, Tritex, Large, Left","46463158","4","4","0","0","12/2999","","09/20/2023 3:32 PM"
"350LL","DeRoyal","Wrist and Thumb Splint, Tritex, Large, Left","49257907","1","1","0","0","12/2999","","09/20/2023 3:32 PM"
"350LR","DeRoyal","Wrist and Thumb Splint, Tritex, Large, Right","49257923","1","1","0","0","01/2999","","08/16/2023 11:18 AM"
"350LR","DeRoyal","Wrist and Thumb Splint, Tritex, Large, Right","44639623","1","1","0","0","01/2999","","08/16/2023 11:18 AM"
"350LR","DeRoyal","Wrist and Thumb Splint, Tritex, Large, Right","45051784","1","1","0","0","12/2999","","09/20/2023 3:48 PM"
"350LR","DeRoyal","Wrist and Thumb Splint, Tritex, Large, Right","46243331","2","2","0","0","12/2999","","09/20/2023 3:48 PM"
"350LR","DeRoyal","Wrist and Thumb Splint, Tritex, Large, Right","45041711","1","1","0","0","12/2999","","09/20/2023 3:49 PM"
"350ML","DeRoyal","Wrist and Thumb Splint, Tritex, Medium, Left","46467520","2","2","0","0","01/2999","","08/16/2023 11:26 AM"
"350ML","DeRoyal","Wrist and Thumb Splint, Tritex, Medium, Left","46300084","1","1","0","0","01/2999","","08/16/2023 11:26 AM"
"350ML","DeRoyal","Wrist and Thumb Splint, Tritex, Medium, Left","46940196","1","1","0","0","12/2999","","09/20/2023 3:29 PM"
"350ML","DeRoyal","Wrist and Thumb Splint, Tritex, Medium, Left","45571579","1","1","0","0","12/2999","","09/20/2023 3:29 PM"
"350SL","DeRoyal","Wrist and Thumb Splint, Tritex, Small, Left","46940225","1","1","0","0","01/2999","","08/16/2023 11:23 AM"
"350SL","DeRoyal","Wrist and Thumb Splint, Tritex, Small, Left","44880901","1","1","0","0","01/2999","","08/16/2023 11:23 AM"
"350SL","DeRoyal","Wrist and Thumb Splint, Tritex, Small, Left","47095967","2","2","0","0","01/2999","","08/16/2023 11:24 AM"
"350SL","DeRoyal","Wrist and Thumb Splint, Tritex, Small, Left","45521096","3","3","0","0","01/2999","","08/16/2023 11:24 AM"
"350SL","DeRoyal","Wrist and Thumb Splint, Tritex, Small, Left","46497711","2","2","0","0","12/2999","","09/20/2023 3:24 PM"
"350SL","DeRoyal","Wrist and Thumb Splint, Tritex, Small, Left","46497729","2","2","0","0","12/2999","","09/20/2023 3:25 PM"
"350SR","DeRoyal","Wrist and Thumb Splint, Tritex, Small, Right","46630438","1","1","0","0","01/2999","","08/16/2023 11:22 AM"
"350SR","DeRoyal","Wrist and Thumb Splint, Tritex, Small, Right","44707534","2","2","0","0","12/2999","","09/20/2023 3:44 PM"
